id,name,launched,deadline,goal,pledged,backers,outcome,country,currency,category,sub_category
4884,"What goes around comes around, a collection of true stories",6/17/15 0:00,7/17/15 0:00,15000,0,0,failed,US,USD,Publishing,Publishing
4885,The Buyback short film,11/21/15 0:00,12/21/15 0:00,600,0,0,failed,US,USD,Film & Video,Comedy
4886,Winecoff Hotel Fire Victims book publishing project,1/14/16 0:00,2/13/16 0:00,7500,1340,14,failed,US,USD,Publishing,Nonfiction
4887,K and M gaming (tabletop wargaming) (Canceled),11/10/14 0:00,12/30/14 0:00,6175.89,0,0,canceled,GB,GBP,Crafts,Crafts
4888,Dead Meat: Quarantine Zone America™,10/31/14 0:00,11/26/14 0:00,80000,18649.51,176,failed,US,USD,Games,Tabletop Games
4889,ALCHEMA: Turn Fruit into Personalized Craft Cider,7/26/16 0:00,9/9/16 0:00,80000,344231.6,899,successful,US,USD,Technology,Gadgets
4890,Simple Stitches Quilts & Crafts,7/4/14 0:00,8/4/14 0:00,2750,100,3,failed,US,USD,Crafts,Quilts
4891,Unlock The Cypher - An Interactive Murder Mystery (Canceled),3/12/14 0:00,4/13/14 0:00,15000,1164,48,canceled,US,USD,Games,Games
4892,Calamityware dinner plate 4,8/15/14 0:00,9/15/14 0:00,20000,63955,1159,successful,US,USD,Design,Design
4893,Mistfall - Legendary adventures for 1-4 fearless heroes,3/10/15 0:00,4/2/15 0:00,19000,134348,2489,successful,US,USD,Games,Tabletop Games
4894,Tidal River Brewing Company,5/28/15 0:00,6/27/15 0:00,10000,11921,120,successful,US,USD,Food,Drinks
4895,RockU-Songs/DVD & Fun for Families with Special Needs Kids!,7/2/13 0:00,8/1/13 0:00,8000,1,1,failed,US,USD,Music,Music
4896,Captain Justice,11/21/14 0:00,12/5/14 0:00,78.43,0,0,failed,GB,GBP,Film & Video,Film & Video
4897,Internal Reconstruction (EP) by Tania,5/27/14 0:00,6/26/14 0:00,4000,7125,208,successful,US,USD,Music,R&B
4898,God Still Speaks: The Miracle at Fall Creek Falls,10/13/15 0:00,11/12/15 0:00,4000,4228,70,successful,US,USD,Publishing,Nonfiction
4899,Thumbin' the Strings! A guitar CD by Randy Buckner.,7/18/17 0:00,8/8/17 0:00,900,1710,18,successful,US,USD,Music,Country & Folk
4900,The Miskatonic School for Girls: Holiday Break Expansion,4/9/14 0:00,4/29/14 0:00,12500,14181,340,successful,US,USD,Games,Tabletop Games
4901,An ethical revolutionary outsourcing website.,3/16/16 0:00,5/15/16 0:00,30000,76,3,failed,US,USD,Technology,Web
4902,Urban mob,3/14/14 0:00,4/13/14 0:00,2804.26,121.52,5,failed,AU,AUD,Comics,Comics
4903,Tosers: The Videogame,7/18/16 0:00,8/17/16 0:00,1000,2,2,failed,US,USD,Games,Video Games
4904,"Need, Want, Save",1/16/15 0:00,2/15/15 0:00,3923.11,0.78,1,failed,AU,AUD,Technology,Apps
4905,3-D Tunnel Book: Dinosaurs Let Me See,1/8/14 0:00,2/7/14 0:00,3500,166,8,failed,US,USD,Publishing,Children's Books
4906,Artsy Designer Fishing Rods,5/15/14 0:00,6/14/14 0:00,19000,11,2,failed,US,USD,Art,Mixed Media
4907,BLV's Food Truck (Canceled),11/4/14 0:00,1/3/15 0:00,253807.11,0,0,canceled,CA,CAD,Food,Food Trucks
4908,Honey Drive vinyl (Canceled),4/23/15 0:00,6/21/15 0:00,2500,0,0,canceled,US,USD,Music,Pop
4909,The Brain Crunch Matching Game (see - hear - touch),7/23/15 0:00,8/22/15 0:00,60000,0,0,failed,US,USD,Technology,Apps
4910,ZAGAL: Automatic watches inspired by industrial design,10/17/17 0:00,11/16/17 0:00,34205.37,10688.59,62,failed,ES,EUR,Fashion,Accessories
4911,The Ghost (Canceled),6/20/15 0:00,7/23/15 0:00,1547.46,0,0,canceled,GB,GBP,Film & Video,Horror
4912,New Redneck Roadtrip Album,7/17/14 0:00,8/16/14 0:00,250,125,7,failed,US,USD,Music,Country & Folk
4913,Criminal Bail Investigations,7/9/14 0:00,8/8/14 0:00,1500,0,0,failed,US,USD,Publishing,Academic
4914,Artislov Album Completion - Joel Albanez and GyreFunk,4/26/13 0:00,5/26/13 0:00,2000,2765,31,successful,US,USD,Music,Hip-Hop
4915,Peace in Shadows & Light - a study of nature,9/12/14 0:00,10/12/14 0:00,15000,250,2,failed,US,USD,Publishing,Art Books
4916,An Evening with Kevin Thornton- MUNCIE,7/30/10 0:00,10/28/10 0:00,1200,140,2,failed,US,USD,Art,Performance Art
4917,Monsters Ate My Birthday Cake,1/19/13 0:00,2/16/13 0:00,15000,26096.02,1216,successful,US,USD,Games,Video Games
4918,"OSM ,The Arduino based Open Source LED Gloving Microlight",5/12/15 0:00,6/18/15 0:00,25000,33734,203,successful,US,USD,Technology,Technology
4919,"Collective, Dream Arts Journal Launch",11/13/13 0:00,12/4/13 0:00,1000,1265,18,successful,US,USD,Publishing,Periodicals
4920,Düsseldorf,7/27/16 0:00,9/25/16 0:00,5580.48,133.93,1,canceled,DE,EUR,Photography,Photobooks
4921,uR.I.S.E._uRban Initiative Sustainable Environment,9/8/17 0:00,10/23/17 0:00,55500,106,5,failed,US,USD,Technology,Makerspaces
4922,IRON and ALE,8/27/13 0:00,9/26/13 0:00,35000,5236,138,failed,US,USD,Games,Tabletop Games
4923,Rogue Force,8/6/15 0:00,9/5/15 0:00,7000,0,0,failed,US,USD,Music,Electronic Music
4924,"""The Sound and the Fury"" for piano-theater by E. Chabashvili",12/27/12 0:00,1/25/13 0:00,7500,10660,6,successful,US,USD,Music,Classical Music
4925,LICKS Clothing Co.,7/10/16 0:00,8/9/16 0:00,10000,1,1,failed,US,USD,Fashion,Apparel
4926,"""COVERED"" Art/Sketchbook by Alé Garza",5/31/12 0:00,7/5/12 0:00,20000,245,7,failed,US,USD,Publishing,Art Books
4927,Arts Alliance presents THE VISIT,5/8/12 0:00,5/21/12 0:00,1000,1590,21,successful,US,USD,Theater,Theater
4928,Alphacore [Horrorgame],2/23/16 0:00,2/26/16 0:00,110059.43,1.1,1,failed,DE,EUR,Games,Video Games
4929,TVLD2,9/16/11 0:00,10/1/11 0:00,9820,12050,96,successful,US,USD,Publishing,Fiction
4930,"illumiSAFE: Connected Smart Safe, Elegant Smart Lamp",4/18/17 0:00,6/2/17 0:00,50000,50454,90,successful,US,USD,Design,Product Design
4931,David Todoran: True,5/2/13 0:00,6/1/13 0:00,3800,4230,71,successful,US,USD,Music,Indie Rock
4932,The Tree and the Flower,1/27/14 0:00,2/26/14 0:00,2500,699,6,failed,US,USD,Publishing,Children's Books
4933,The Shadow Vision Journals,8/23/12 0:00,10/7/12 0:00,250000,5,1,failed,US,USD,Film & Video,Film & Video
4934,The Pacifica II Statue Project,9/27/13 0:00,10/27/13 0:00,10000,605,11,failed,US,USD,Art,Public Art
4935,Historical medieval metal coin for your games,3/13/17 0:00,3/20/17 0:00,2701.24,1614.26,28,failed,FR,EUR,Games,Tabletop Games
4936,The Ohio River Project,6/27/12 0:00,7/16/12 0:00,22000,13234.27,292,failed,US,USD,Art,Art
4937,Universal Laws,12/17/13 0:00,1/16/14 0:00,10000,12582,105,successful,US,USD,Music,Hip-Hop
4938,Wedding Photography: Couples + Camera = True Love,8/28/11 0:00,10/27/11 0:00,5500,130,4,failed,US,USD,Photography,Photography
4939,Alchemyst Card Game,5/25/12 0:00,6/24/12 0:00,6000,1202.25,45,failed,US,USD,Games,Tabletop Games
4940,All About Maggie - Lovesick Music Video,5/10/11 0:00,6/30/11 0:00,20000,1250,2,failed,US,USD,Music,Pop
4941,Farska Katt- The Ductless Litter box Air Purifier,8/12/14 0:00,9/26/14 0:00,40000,0,0,failed,US,USD,Design,Product Design
4942,jjj,3/17/14 0:00,4/16/14 0:00,30000,25,1,failed,US,USD,Publishing,Publishing
4943,TimeKase: The Apple Watch case for the active professional,10/13/15 0:00,11/18/15 0:00,5500,613,11,canceled,US,USD,Design,Product Design
4944,A V I L A Inspired. Artisan. Accessory Design,9/7/16 0:00,10/7/16 0:00,10000,280,3,failed,US,USD,Fashion,Accessories
4945,The Family Business Novel,2/7/14 0:00,3/9/14 0:00,6000,0,0,failed,US,USD,Publishing,Fiction
4946,THE INVISIBLE DOG SEASON 5,10/8/13 0:00,11/7/13 0:00,25000,33215.5,389,successful,US,USD,Art,Art
4947,VeloComputer 1° Precision Bluetooth Smart Sensor RIDER,5/7/13 0:00,6/1/13 0:00,25000,4004,64,failed,US,USD,Technology,Hardware
4948,Silver Lucy Dog Charms,5/6/15 0:00,6/5/15 0:00,1533.13,666.91,9,failed,GB,GBP,Design,Product Design
4949,Fenwyr Cellars Meadery,2/25/14 0:00,4/26/14 0:00,7000,1795,21,failed,US,USD,Food,Food
4950,Sppaces - Launch Your Apps From the Wallpaper,1/1/16 0:00,2/4/16 0:00,3000,0,0,failed,US,USD,Technology,Apps
4951,WE CAN BE RAINBOWS,4/27/15 0:00,5/27/15 0:00,1052.76,0,0,failed,GB,GBP,Fashion,Apparel
4952,Real Housewives of Westeros 2,6/13/16 0:00,6/29/16 0:00,3000,342,13,failed,US,USD,Film & Video,Comedy
4953,Imaginary Voyages of Edgar Allan Poe #1 KS Exclusive Edition,7/31/17 0:00,8/30/17 0:00,1000,5474.66,311,successful,US,USD,Comics,Comic Books
4954,A Year In Pattern,11/17/11 0:00,12/16/11 0:00,12000,770,13,failed,US,USD,Design,Graphic Design
4955,John Mark Pantana's First Album on iTunes + Spotify,4/5/17 0:00,4/12/17 0:00,300,845,39,successful,US,USD,Music,Music
4956,Curso en línea gratuito para cultivo Hidroponico,6/8/17 0:00,7/8/17 0:00,3400.78,2.83,1,failed,MX,MXN,Technology,Technology
4957,TRAVEL FUND FOR FESTIVAL/SYMPOSIUM IN TORONTO,4/3/12 0:00,4/23/12 0:00,1000,1125,19,successful,US,USD,Art,Art
4958,Mom's Cooking Crisis - A Competitive Cooking Competition,9/14/11 0:00,10/5/11 0:00,8500,45,3,failed,US,USD,Film & Video,Webseries
4959,Trek: A Photographic Adventure Book for Your Coffee Table,7/27/15 0:00,8/28/15 0:00,500,610,12,successful,US,USD,Art,Digital Art
4960,Family Tree Food Market,11/21/17 0:00,12/21/17 0:00,500000,525,6,failed,US,USD,Food,Food
4961,Safran de Picardie,10/25/16 0:00,12/24/16 0:00,52704.81,0,0,failed,FR,EUR,Crafts,Crafts
4962,"The Grale, the front nine",6/15/15 0:00,7/30/15 0:00,15000,0,0,failed,US,USD,Publishing,Fiction
4963,The Habit of Rainy Nights Press 2012,11/12/11 0:00,1/11/12 0:00,3000,3110,20,successful,US,USD,Publishing,Publishing
4964,Joel Mellin's Together/Apart | Limited Edition Vinyl Release,11/2/10 0:00,12/2/10 0:00,1500,610,10,failed,US,USD,Music,Rock
4965,Chakra,5/9/17 0:00,6/8/17 0:00,60000,40,1,failed,US,USD,Games,Video Games
4966,Europe 2020 – Time to Get Inspired,4/9/13 0:00,6/8/13 0:00,187476.57,5304.18,68,failed,GB,GBP,Film & Video,Documentary
4967,Racial Equality Apparel - UnityStates.com,2/9/16 0:00,4/9/16 0:00,35450.94,41.12,4,failed,GB,GBP,Fashion,Apparel
4968,Pocket The Fool: Faire Enough,9/3/15 0:00,10/3/15 0:00,6000,859,0,undefined,"N,0""",USD,Music,Music
4969,Planet No-No Comix #1,2/22/12 0:00,3/29/12 0:00,999,281,6,failed,US,USD,Comics,Comics
4970,Vampires vs. Unicorns: Floor War Game,3/29/17 0:00,4/28/17 0:00,28000,32508,403,successful,US,USD,Games,Tabletop Games
4971,The Baptist War,8/26/14 0:00,9/19/14 0:00,1975,0,0,failed,US,USD,Publishing,Radio & Podcasts
4972,J:son Flies | The most realistic fishing flies in the world,7/31/17 0:00,8/30/17 0:00,37730.15,2419.26,22,failed,SE,SEK,Design,Product Design
4973,Ballet in Air Max 95's,6/22/17 0:00,7/3/17 0:00,600,825,8,successful,US,USD,Film & Video,Film & Video
4974,KOMPLETE9,8/7/14 0:00,9/1/14 0:00,600,3,1,failed,US,USD,Music,Hip-Hop
4975,The Science Report: A Comedy Web Series About Science News,11/16/15 0:00,12/19/15 0:00,3500,3573,58,successful,US,USD,Film & Video,Comedy
4976,Rackare,5/7/15 0:00,5/31/15 0:00,1200.86,4678.53,163,successful,SE,SEK,Games,Games
4977,LINE Art Online Storefront,7/26/17 0:00,8/25/17 0:00,600,699,15,successful,US,USD,Art,Digital Art
4978,On Warwick Road... (Canceled),3/27/12 0:00,5/11/12 0:00,1500,110,3,canceled,US,USD,Film & Video,Shorts
4979,St. Janet's Gourmet Foods ~ Spinach & Garlic Spread,6/12/13 0:00,7/12/13 0:00,10925,45,1,failed,US,USD,Food,Food
4980,Kerri Lowe's South for the Winter Project!,11/16/11 0:00,12/21/11 0:00,2200,2965.86,53,successful,US,USD,Music,Country & Folk
4981,Lorenzo Friesen Debut EP - My Country Road!,4/3/14 0:00,5/18/14 0:00,2293.37,68.8,3,failed,CA,CAD,Music,Country & Folk
4982,The Faces Of Kickstarter: An Art Exhibit/Book,4/9/16 0:00,5/9/16 0:00,10000,21,3,failed,US,USD,Art,Painting
4983,Crystal Connections - The Book,4/5/14 0:00,5/5/14 0:00,4682.96,4927.41,36,successful,AU,AUD,Publishing,Publishing
4984,The New Recycled Denim Bag | by Dépasz,12/11/17 0:00,1/10/18 0:00,6068.48,3198.09,36,live,DE,EUR,Fashion,Accessories
4985,Solaris Flashlight- 1100 Lumen Output LED Flashlight,12/23/15 0:00,1/13/16 0:00,7850,5872,36,failed,US,USD,Design,Product Design
4986,All Natural Creole Seasoning,1/6/15 0:00,2/5/15 0:00,50000,135,5,failed,US,USD,Food,Food
4987,Bean there done that coffee,6/18/14 0:00,7/18/14 0:00,18111.92,0,0,failed,GB,GBP,Food,Food Trucks
4988,The Slayer Saga: Soulless.,5/16/14 0:00,6/20/14 0:00,100,197,14,successful,US,USD,Publishing,Fiction
4989,Fresh Baked Socks,12/30/14 0:00,1/31/15 0:00,1205.3,122.14,4,failed,CA,CAD,Fashion,Accessories
4990,Inside Gaming Podcast,4/4/17 0:00,4/24/17 0:00,218.6,0,0,canceled,DE,EUR,Games,Video Games
4991,4 to 16 Characters: A YA Novel,7/9/13 0:00,7/23/13 0:00,3000,3326,68,successful,US,USD,Publishing,Young Adult
4992,Decorative Stills for Your Office and Home,6/22/15 0:00,7/22/15 0:00,500,16,2,failed,US,USD,Crafts,Woodworking
4993,Co-Create Starshine Tonight! with Caressa,10/8/11 0:00,11/19/11 0:00,6000,6915,113,successful,US,USD,Music,Indie Rock
4994,Festival Searching the New Language,5/1/12 0:00,5/13/12 0:00,2500,50,1,failed,US,USD,Art,Mixed Media
4995,POMEGRANATES - #4,2/23/11 0:00,4/1/11 0:00,2750,4918,85,successful,US,USD,Music,Music
4996,Honey in the Rock - For My King - Debut Album,3/2/15 0:00,4/16/15 0:00,11718.75,813.28,8,failed,AU,AUD,Music,Faith
4997,"Support ""Violet to Earth""",7/6/11 0:00,8/15/11 0:00,1800,1955,39,successful,US,USD,Film & Video,Film & Video
4998,Kayaking for Fifty,12/26/13 0:00,1/25/14 0:00,1000,0,0,failed,US,USD,Publishing,Publishing
4999,MONACO -The Golden Age of the Grand Prix,11/1/13 0:00,12/1/13 0:00,15000,46616,338,successful,US,USD,Photography,Photography
5000,Everyday prayers,11/24/14 0:00,12/8/14 0:00,20000,0,0,failed,US,USD,Film & Video,Film & Video
5001,Famous NYC lobby MICHAELANGO installation-Patrons Engraved,12/5/14 0:00,1/31/15 0:00,72500,4,1,canceled,US,USD,Art,Public Art
5002,Unwanted Visitor: Portrait of Wildfire,8/16/11 0:00,9/15/11 0:00,2500,2510,24,successful,US,USD,Art,Sculpture
5003,Playable Certification,11/23/17 0:00,12/24/17 0:00,45687.13,3044.47,31,canceled,SE,SEK,Games,Gaming Hardware
5004,"Restore the Lincoln ""Courting Couch""",11/21/13 0:00,1/20/14 0:00,4500,5211.98,195,successful,US,USD,Art,Public Art
5005,2-2-80 Foundation,5/19/16 0:00,6/18/16 0:00,100000,1,1,failed,US,USD,Film & Video,Documentary
5006,"""The Bricks""  Changing the world...1 song at a time.",12/31/11 0:00,1/30/12 0:00,15000,125,2,failed,US,USD,Music,Music
5007,Daniel Dennehy - Swag Tour - Australia 2016,1/25/16 0:00,2/6/16 0:00,1465.75,0,0,failed,IE,EUR,Art,Performance Art
5008,A Collection of Bubble Wands: A Bubble Blower's Dream,11/18/15 0:00,12/12/15 0:00,20,121,10,successful,US,USD,Design,Product Design
5009,Decentralized Dance Party- SAN FRANCISCO EDITION!,1/3/12 0:00,1/19/12 0:00,2499.99,2536,54,successful,US,USD,Art,Conceptual Art
5010,Gamecash Montargis (Canceled),5/27/15 0:00,6/30/15 0:00,110959.47,0,0,canceled,FR,EUR,Games,Video Games
5011,The Please Please Me: Great Music for Hard Times,9/9/15 0:00,10/24/15 0:00,8000,716,0,undefined,"N,0""",USD,Music,Music
5012,A TASTE OF BANNOCKBURN (Canceled),7/26/13 0:00,8/20/13 0:00,11659,91.72,2,canceled,GB,GBP,Food,Food
5013,Splash Attack Games Youtube/Twitch,6/10/14 0:00,7/10/14 0:00,1000,2,2,failed,US,USD,Games,Live Games
5014,Help Keep MyKnittedTreasures Open,9/22/15 0:00,9/27/15 0:00,600,15,2,failed,US,USD,Crafts,Knitting
5015,Slaying the Kings and Other Annoying Things,2/20/13 0:00,3/22/13 0:00,10000,0,0,failed,US,USD,Publishing,Nonfiction
5016,youandyouandyou @ University Settlement,9/13/11 0:00,10/13/11 0:00,2500,3105,30,successful,US,USD,Dance,Dance
5017,The Seasons of Dominion,6/8/14 0:00,7/8/14 0:00,800,120,9,failed,US,USD,Publishing,Fiction
5018,NEK LEVEL WAVE PHOTOGRAPHY,4/2/14 0:00,4/30/14 0:00,925.93,0,0,failed,AU,AUD,Photography,Photography
5019,TOOTH: The Graphic Art of Dale Flattum,4/11/11 0:00,5/11/11 0:00,3300,5897.32,150,successful,US,USD,Publishing,Art Books
5020,IceMule: The world's most portable high-performance coolers.,10/30/13 0:00,12/4/13 0:00,25000,28678,260,successful,US,USD,Design,Product Design
5021,Under the Microscope: High Resolution (Canceled),5/5/16 0:00,7/4/16 0:00,90178.1,0,0,canceled,AU,AUD,Photography,Nature
5022,My First Pizza,1/26/15 0:00,2/5/15 0:00,12,12,5,successful,US,USD,Food,Food
5023,This Child's View: Part One,1/22/15 0:00,3/8/15 0:00,2000,100,1,failed,US,USD,Publishing,Young Adult
5024,RAHT RACER - World's First Highway Speed Bike (Canceled),2/23/15 0:00,4/24/15 0:00,75000,29960,191,canceled,US,USD,Technology,Technology
5025,"#altoWallet - a new wallet, made by you.",9/13/16 0:00,11/2/16 0:00,5024.94,2422.39,65,canceled,CA,CAD,Design,Product Design
5026,River Thames Aerial Tour,9/30/16 0:00,10/30/16 0:00,3747.28,1.25,1,failed,GB,GBP,Film & Video,Film & Video
5027,Bruce Pan - Healthy Gourmet Chinese Meal Kit,12/22/15 0:00,1/29/16 0:00,3888,110,2,failed,US,USD,Food,Food
5028,Let's Pollinate!,2/5/15 0:00,2/19/15 0:00,1500,10,3,failed,US,USD,Food,Farms
5029,Expressive Celebrity Portraits PhotoBook,9/7/15 0:00,9/22/15 0:00,3035.32,399.14,3,failed,GB,GBP,Photography,Photobooks
5030,RapZoneTV - Video Battle Contest,7/20/17 0:00,8/19/17 0:00,1180.8,24.8,1,failed,DE,EUR,Music,Hip-Hop
5031,Shelter and Water IMMEDIATELY,5/9/15 0:00,6/8/15 0:00,40000,0,0,failed,US,USD,Design,Civic Design
5032,Plastika Alaska | Photography Book by Andy Hughes,3/4/15 0:00,4/3/15 0:00,7295.65,1520.41,21,failed,GB,GBP,Photography,Photobooks
5033,Venture Party - A Simple & Fun Fantasy Themed Card Game,10/19/16 0:00,11/18/16 0:00,17000,2391,91,canceled,US,USD,Games,Tabletop Games
5034,"Dance Safari Show, Youth & Family Entertainment",5/16/17 0:00,6/6/17 0:00,2700,2905,4,successful,US,USD,Theater,Musical
5035,The Greatest Instrument in the World.,10/14/09 0:00,11/13/09 0:00,5000,5110,68,successful,US,USD,Film & Video,Documentary
5036,Belong to the sea T-Shirt Collections,6/5/17 0:00,7/5/17 0:00,1300,0,0,suspended,US,USD,Fashion,Fashion
5037,CNDBall,9/29/17 0:00,11/28/17 0:00,50829.54,0,0,failed,CH,CHF,Design,Product Design
5038,"Trackuh, a software project to let you ""Track Whatevuh""",3/4/15 0:00,4/3/15 0:00,100000,310,6,failed,US,USD,Technology,Software
5039,365 Things You Can Do To Help The Environment (Canceled),2/23/15 0:00,4/1/15 0:00,75000,636,23,canceled,US,USD,Publishing,Calendars
5040,"""And the Dead Shall Rise"" a Christian Zombie Apocalypse tale",1/24/13 0:00,2/23/13 0:00,5000,85,4,failed,US,USD,Publishing,Fiction
5041,THE TOY SOLDIER: A SHORT STUDENT FILM,3/23/10 0:00,6/21/10 0:00,750,860,11,successful,US,USD,Film & Video,Shorts
5042,Horn Ridge Country Store,8/22/14 0:00,9/21/14 0:00,150000,5,1,failed,US,USD,Food,Food
5043,The Wizard and the Hat: A Children's Adventure Book,1/24/16 0:00,2/25/16 0:00,4193.05,5044.24,97,successful,GB,GBP,Publishing,Children's Books
5044,Yellowcake's Debut Full Length Album!,2/9/15 0:00,3/11/15 0:00,4000,5045,81,successful,US,USD,Music,R&B
5045,Work & Family: a Viet-American Mid-Life Crisis,12/7/17 0:00,1/13/18 0:00,6000,1414,33,live,US,USD,Film & Video,Shorts
5046,Fiber Art Studio,1/1/17 0:00,1/15/17 0:00,2100,1,1,failed,US,USD,Crafts,Crafts
5047,LIFT™ - a vision board that floats!,1/5/15 0:00,2/4/15 0:00,5700,5966,94,successful,US,USD,Design,Product Design
5048,ExaQueue - All about Gaming!,9/11/17 0:00,10/11/17 0:00,51200.66,2.05,2,failed,CH,CHF,Games,Video Games
5049,All Things Cryptocurrency - ATC,11/8/17 0:00,12/8/17 0:00,93909.31,0,0,failed,GB,GBP,Technology,Web
5050,The Planet of the Squirrels...the app!,6/12/15 0:00,7/12/15 0:00,2000,0,0,failed,US,USD,Design,Graphic Design
5051,TRI-FI is Making a Christmas CD in August?!,7/15/11 0:00,8/4/11 0:00,5000,5090,118,successful,US,USD,Music,Jazz
5052,H. H. Holmes Murder Castle Jigsaw Puzzle & Prints,1/27/16 0:00,2/26/16 0:00,1200,13100,355,successful,US,USD,Games,Puzzles
5053,Oakland Illustrated: a Letterpress Collaboration,10/25/13 0:00,11/25/13 0:00,8500,15213.13,244,successful,US,USD,Art,Illustration
5054,MERCY: her journey through madness,12/16/13 0:00,12/26/13 0:00,600,2897,59,successful,US,USD,Film & Video,Shorts
5055,Meowberus Plush,10/3/16 0:00,10/28/16 0:00,3000,467,14,failed,US,USD,Crafts,Crafts
5056,DANKYfresh Clothing Co. (Canceled),2/4/15 0:00,3/6/15 0:00,120327.29,178.89,7,canceled,CA,CAD,Fashion,Fashion
5057,On Point,12/8/15 0:00,12/29/15 0:00,2966.7,17.8,2,failed,GB,GBP,Photography,People
5058,The Dead End Road (Steve Jackson #1),10/31/13 0:00,11/25/13 0:00,3500,0,0,failed,US,USD,Publishing,Fiction
5059,Engravings of 1816 Paris Laser Engraved on Vermont Slate,10/24/16 0:00,11/7/16 0:00,60,60,2,successful,US,USD,Art,Illustration
5060,Living Dead in Denmark,10/26/12 0:00,12/5/12 0:00,5500,5786,78,successful,US,USD,Theater,Theater
5061,MOKIBOX: Portable Aluminum WIFI Speaker with Premium Sound,11/17/14 0:00,12/31/14 0:00,77198.62,21671.64,94,failed,GB,GBP,Design,Product Design
5062,The New Arcana,12/6/16 0:00,1/5/17 0:00,980,4192,150,successful,US,USD,Art,Illustration
5063,"""A Paintbrush Unfold"" [EP debut] by LISELOTTE ÖSTBLOM",12/15/16 0:00,1/8/17 0:00,10113.15,11240.55,277,successful,SE,SEK,Music,Jazz
5064,HAIZE - minimalist urban bike navigation,10/27/15 0:00,12/8/15 0:00,75788.58,95577.74,911,successful,GB,GBP,Technology,Gadgets
5065,"""Swass"" Seattle Hip-Hop Documentary",4/30/11 0:00,5/30/11 0:00,10000,4338,31,failed,US,USD,Film & Video,Documentary
5066,SuperAfrican: Africa's New Superhero,12/11/10 0:00,1/10/11 0:00,4000,2540,8,failed,US,USD,Music,Indie Rock
5067,Pure Crumb - Gluten Free Mini Cookies,10/26/16 0:00,11/11/16 0:00,3500,3506,48,successful,US,USD,Food,Food
5068,The Evolution Of You,4/13/16 0:00,5/13/16 0:00,20000,301,4,failed,US,USD,Publishing,Nonfiction
5069,One GuitarMan Band,12/18/17 0:00,1/17/18 0:00,2427.39,0,0,live,IT,EUR,Music,Music
